"id","serial_number","message_number","timestamp_seconds_original","timestamp_seconds","direction","lane","vehicle_class","vehicle_volume","vehicle_avg_speed","vehicle_85th_speed","vehicle_occupancy","headway","gap","creation_date","modification_date"
"e0dc74f2-dc40-4cd2-8f97-a443af28afc7","0x0004B1B2",1,NULL,1776758839,NULL,0,2,101,"10.229999542236328","8.699999809265137","17.75","0","0","2026-04-21 08:08:48.903813","2026-04-21 08:08:48.903813"
"6ccdba9a-cbf5-4359-a5e3-1b35dc64f054","0x0004B1B2",2,NULL,1776758839,NULL,0,3,19,"11.010000228881836","10.300000190734863","2.0999999046325684","0","0","2026-04-21 08:08:48.909827","2026-04-21 08:08:48.909827"
"a3a979b5-34f3-4b56-9672-f5808574400c","0x0004B1B2",4,NULL,1776758839,NULL,1,2,5,"10.819999694824219","9.300000190734863","0.949999988079071","0","0","2026-04-21 08:08:48.915265","2026-04-21 08:08:48.915265"
"0fe12f3f-d644-4758-8e67-ed907a4bde09","0x0004B1B2",5,NULL,1776758839,NULL,1,3,33,"10.819999694824219","9.75","9.649999618530273","0","0","2026-04-21 08:08:48.922809","2026-04-21 08:08:48.922809"
"255f8401-d129-41f0-a22a-aea5e20ba0d9","0x0004B1B2",6,NULL,1776758839,NULL,1,4,6,"9.3100004196167","8","1.600000023841858","0","0","2026-04-21 08:08:48.92992","2026-04-21 08:08:48.92992"
"0f6f3114-306f-4e32-bc4c-b45c0ad97c39","0x0004B1B2",7,NULL,1776758839,NULL,1,6,0,"9.470000267028809","9.5","0.6000000238418579","0","0","2026-04-21 08:08:48.935291","2026-04-21 08:08:48.935291"
"663f1e8b-4f5d-4c07-9f2b-b9c7d3a43ebb","0x0004B1B2",8,NULL,1776758839,NULL,1,7,0,"0","0","0","0","0","2026-04-21 08:08:48.941421","2026-04-21 08:08:48.941421"
"98aa4d27-34a3-4509-b4a4-77ef0108659a","0x0004B1B2",10,NULL,1776758839,NULL,2,2,3,"6.760000228881836","8","0.75","0","0","2026-04-21 08:08:48.946224","2026-04-21 08:08:48.946224"
"17b1b923-16b0-4a7f-aa5b-075e2e794c02","0x0004B1B2",11,NULL,1776758839,NULL,2,3,4,"9.600000381469727","6.199999809265137","1.350000023841858","0","0","2026-04-21 08:08:48.950475","2026-04-21 08:08:48.950475"
"d95652cd-aba1-4a83-8641-c20a683354c2","0x0004B1B2",12,NULL,1776758839,NULL,2,4,18,"9.770000457763672","7.400000095367432","7.900000095367432","0","0","2026-04-21 08:08:48.955094","2026-04-21 08:08:48.955094"
"991ef1cc-36bf-4aee-8e8c-6b079f97dc64","0x0004B1B2",13,NULL,1776758839,NULL,2,6,2,"7.840000152587891","5.800000190734863","0.6000000238418579","0","0","2026-04-21 08:08:48.962536","2026-04-21 08:08:48.962536"
"46d8f7ef-8363-4cba-abf5-76f1498a8726","0x0004B1B2",14,NULL,1776758839,NULL,2,7,0,"6.78000020980835","6.800000190734863","0.15000000596046448","0","0","2026-04-21 08:08:48.967326","2026-04-21 08:08:48.967326"
"3f18812a-2612-46aa-88b6-a4db1146632e","0x0004B1B2",15,NULL,1776758839,NULL,2,8,0,"0","0","0","0","0","2026-04-21 08:08:48.972503","2026-04-21 08:08:48.972503"
"747d65ab-0876-4c0b-a213-e71c2925ce17","0x0004B1B2",17,NULL,1776758839,NULL,3,4,18,"9.90999984741211","5.460000038146973","8.899999618530273","0","0","2026-04-21 08:08:48.97725","2026-04-21 08:08:48.97725"
"76f270f0-87ec-4d04-8686-d6ae9c9fa3d7","0x0004B1B2",18,NULL,1776758839,NULL,3,6,8,"9.789999961853027","5.900000095367432","3.299999952316284","0","0","2026-04-21 08:08:48.984389","2026-04-21 08:08:48.984389"
"2d792153-4929-43c6-8e74-74be008f566c","0x0004B1B2",19,NULL,1776758839,NULL,3,7,1,"0","0","0.25","0","0","2026-04-21 08:08:48.991531","2026-04-21 08:08:48.991531"
"b2f63513-79ee-42f5-9c84-7bcd7f7c9e9c","0x0004B1B2",20,NULL,1776758839,NULL,3,8,0,"0","0","0","0","0","2026-04-21 08:08:48.9961","2026-04-21 08:08:48.9961"
"d464160a-200e-4956-a90b-4b0ca46f6162","0x0004B1B2",22,NULL,1776758839,NULL,4,4,18,"9.5","2.3399999141693115","10.050000190734863","0","0","2026-04-21 08:08:49.000718","2026-04-21 08:08:49.000718"
"014f563b-52bc-4c7c-a90f-a59869e9b362","0x0004B1B2",23,NULL,1776758839,NULL,4,6,10,"9.5","7.800000190734863","4.400000095367432","0","0","2026-04-21 08:08:49.011281","2026-04-21 08:08:49.011281"
"7c2e17f2-463f-4fff-8a0d-921084e24ddf","0x0004B1B2",24,NULL,1776758839,NULL,4,7,4,"4.989999771118164","4.5","4","0","0","2026-04-21 08:08:49.016211","2026-04-21 08:08:49.016211"
"0782a652-53b8-4726-93f5-40a8ca5c8a98","0x0004B1B2",25,NULL,1776758839,NULL,4,8,1,"7.900000095367432","7.900000095367432","7.449999809265137","0","0","2026-04-21 08:08:49.020979","2026-04-21 08:08:49.020979"
"c3f26129-141b-458d-a51b-2b93fc1bbc9a","0x0004B1B2",27,NULL,1776758839,NULL,5,4,8,"6.769999980926514","6.199999809265137","4.949999809265137","0","0","2026-04-21 08:08:49.030396","2026-04-21 08:08:49.030396"
"26460507-9def-4944-be36-3eff7545fa9f","0x0004B1B2",28,NULL,1776758839,NULL,5,6,8,"6.619999885559082","7.599999904632568","7.400000095367432","0","0","2026-04-21 08:08:49.035131","2026-04-21 08:08:49.035131"
"f83f60cc-a42a-4250-8fc8-bc9daba64593","0x0004B1B2",29,NULL,1776758839,NULL,5,7,0,"4.480000019073486","4.5","0.3499999940395355","0","0","2026-04-21 08:08:49.041416","2026-04-21 08:08:49.041416"
"98e028a4-ac50-4b01-84da-896989a91700","0x0004B1B2",30,NULL,1776758839,NULL,5,8,0,"4.679999828338623","4.699999809265137","0.8999999761581421","0","0","2026-04-21 08:08:49.046167","2026-04-21 08:08:49.046167"
"ec981462-2ddd-4423-a652-a7e7a2c2a639","0x0004B1B2",32,NULL,1776758839,NULL,6,4,5,"8.210000038146973","5.300000190734863","1.75","0","0","2026-04-21 08:08:49.051106","2026-04-21 08:08:49.051106"
"196568a3-b66c-4bdb-b9bc-ed2e3d652cc4","0x0004B1B2",33,NULL,1776758839,NULL,6,6,3,"4.199999809265137","0.8999999761581421","0.949999988079071","0","0","2026-04-21 08:08:49.055602","2026-04-21 08:08:49.055602"
"a21339d5-9394-4a12-8987-e3562ccc840f","0x0004B1B2",34,NULL,1776758839,NULL,6,7,0,"0","0","0","0","0","2026-04-21 08:08:49.061077","2026-04-21 08:08:49.061077"
"f8ec6343-a975-498a-afc1-ec7cacd5be59","0x0004B1B2",35,NULL,1776758839,NULL,6,8,1,"0.47999998927116394","0.5","8.449999809265137","0","0","2026-04-21 08:08:49.065721","2026-04-21 08:08:49.065721"
