"id","serial_number","message_number","timestamp_seconds_original","timestamp_seconds","direction","lane","vehicle_class","vehicle_volume","vehicle_avg_speed","vehicle_85th_speed","vehicle_occupancy","headway","gap","creation_date","modification_date"
"51ad4f0f-877d-40e9-ac5e-b7e1d0ac01b3","0x0004B0D0",29,NULL,1776758894,NULL,5,8,0,"0","0","0","0","0","2026-04-21 08:08:55.74086","2026-04-21 08:08:55.74086"
"ee197211-7e01-4c7b-80cc-6c722a567d64","0x0004B0D0",28,NULL,1776758894,NULL,5,7,0,"0","0","0","0","0","2026-04-21 08:08:55.734732","2026-04-21 08:08:55.734732"
"c764c687-dfc8-4a3c-b4b1-432cc2766928","0x0004B0D0",27,NULL,1776758894,NULL,5,6,2,"4.090000152587891","2.5","6","0","0","2026-04-21 08:08:55.728632","2026-04-21 08:08:55.728632"
"b3efda0c-4ad6-4900-8d12-83368efea35a","0x0004B0D0",26,NULL,1776758894,NULL,5,4,1,"1.7400000095367432","1.7000000476837158","52.70000076293945","0","0","2026-04-21 08:08:55.722703","2026-04-21 08:08:55.722703"
"0a4a0e7a-28ff-4ede-a136-7b382a1d50d4","0x0004B0D0",24,NULL,1776758894,NULL,4,8,0,"0","0","0","0","0","2026-04-21 08:08:55.718029","2026-04-21 08:08:55.718029"
"55c09187-e0c8-4f6f-9629-1e0a78222c56","0x0004B0D0",23,NULL,1776758894,NULL,4,7,2,"13.720000267028809","12.399999618530273","0.800000011920929","0","0","2026-04-21 08:08:55.713302","2026-04-21 08:08:55.713302"
"a61538f8-9ac8-410a-98d6-8052981e195c","0x0004B0D0",22,NULL,1776758894,NULL,4,6,10,"7.920000076293945","1.100000023841858","38.599998474121094","0","0","2026-04-21 08:08:55.708797","2026-04-21 08:08:55.708797"
"64213e1c-725b-40be-af52-ee53004c31f1","0x0004B0D0",21,NULL,1776758894,NULL,4,4,23,"9.989999771118164","5.449999809265137","13.449999809265137","0","0","2026-04-21 08:08:55.704101","2026-04-21 08:08:55.704101"
"24ef3277-ad76-4045-82e8-fcb4136e64b2","0x0004B0D0",19,NULL,1776758894,NULL,3,8,2,"11.6899995803833","11.699999809265137","0.8500000238418579","0","0","2026-04-21 08:08:55.699016","2026-04-21 08:08:55.699016"
"edacde75-d593-48fb-94dd-f98f55556123","0x0004B0D0",18,NULL,1776758894,NULL,3,7,4,"8.859999656677246","3.0999999046325684","1.899999976158142","0","0","2026-04-21 08:08:55.694235","2026-04-21 08:08:55.694235"
"1df094ad-c410-40d7-a273-5b85bdc2a647","0x0004B0D0",17,NULL,1776758894,NULL,3,6,5,"9.079999923706055","6.199999809265137","11.449999809265137","0","0","2026-04-21 08:08:55.689352","2026-04-21 08:08:55.689352"
"76c5e8aa-1b4a-4b62-8edc-cfab2cdfe853","0x0004B0D0",16,NULL,1776758894,NULL,3,4,25,"9.34000015258789","5.28000020980835","35.45000076293945","0","0","2026-04-21 08:08:55.685229","2026-04-21 08:08:55.685229"
"232f40bf-605b-4461-9e75-8666d3af6150","0x0004B0D0",14,NULL,1776758894,NULL,2,8,0,"0","0","0","0","0","2026-04-21 08:08:55.681289","2026-04-21 08:08:55.681289"
"e2583303-49df-49d6-b7f5-d57bad465e7b","0x0004B0D0",13,NULL,1776758894,NULL,2,7,8,"9.550000190734863","7.599999904632568","4.400000095367432","0","0","2026-04-21 08:08:55.677138","2026-04-21 08:08:55.677138"
"6374d03f-ac27-4784-b4ec-530ff7dc5729","0x0004B0D0",12,NULL,1776758894,NULL,2,6,10,"9.239999771118164","3.299999952316284","16.799999237060547","0","0","2026-04-21 08:08:55.672708","2026-04-21 08:08:55.672708"
"0daa470b-29c7-485e-ad52-f1df7b641160","0x0004B0D0",11,NULL,1776758894,NULL,2,4,14,"11.529999732971191","11.699999809265137","11.149999618530273","0","0","2026-04-21 08:08:55.667853","2026-04-21 08:08:55.667853"
"50186ad7-de74-41cb-9160-4f1b0cfe45f8","0x0004B0D0",9,NULL,1776758894,NULL,1,6,2,"6.269999980926514","0","0.15000000596046448","0","0","2026-04-21 08:08:55.663573","2026-04-21 08:08:55.663573"
"ea004af4-0c7e-436d-a3f0-f17157a92529","0x0004B0D0",8,NULL,1776758894,NULL,1,4,2,"8.510000228881836","8.5","0.800000011920929","0","0","2026-04-21 08:08:55.659315","2026-04-21 08:08:55.659315"
"c58569da-81ed-4cbb-bda4-75104b3254cc","0x0004B0D0",7,NULL,1776758894,NULL,1,3,10,"10.680000305175781","5.5","1.600000023841858","0","0","2026-04-21 08:08:55.654743","2026-04-21 08:08:55.654743"
"be100b67-fa23-4f72-9066-c7753185cf68","0x0004B0D0",6,NULL,1776758894,NULL,1,2,10,"4.099999904632568","2.9000000953674316","10.800000190734863","0","0","2026-04-21 08:08:55.650231","2026-04-21 08:08:55.650231"
"805dcf91-0873-43a7-8975-8f9579209423","0x0004B0D0",4,NULL,1776758894,NULL,0,6,3,"10.949999809265137","10.899999618530273","1.0499999523162842","0","0","2026-04-21 08:08:55.645178","2026-04-21 08:08:55.645178"
"af7364e4-45da-4d80-9e23-608debc78307","0x0004B0D0",3,NULL,1776758894,NULL,0,4,0,"1.3200000524520874","1.2999999523162842","0.6000000238418579","0","0","2026-04-21 08:08:55.637283","2026-04-21 08:08:55.637283"
"1bccc7a1-4e40-4edb-a024-3c64f908ae1c","0x0004B0D0",2,NULL,1776758894,NULL,0,3,25,"10.1899995803833","9.34000015258789","4.849999904632568","0","0","2026-04-21 08:08:55.632298","2026-04-21 08:08:55.632298"
"c4a3c2d0-cb19-4ac7-abe5-c9a621a77d7c","0x0004B0D0",1,NULL,1776758894,NULL,0,2,8,"5.380000114440918","2.799999952316284","9.100000381469727","0","0","2026-04-21 08:08:55.626456","2026-04-21 08:08:55.626456"
"f8ec6343-a975-498a-afc1-ec7cacd5be59","0x0004B1B2",35,NULL,1776758839,NULL,6,8,1,"0.47999998927116394","0.5","8.449999809265137","0","0","2026-04-21 08:08:49.065721","2026-04-21 08:08:49.065721"
